UID	BLANK	GWEIGHT	2A4SA	2A4SA(2)	2A0SB	2A0SA	2A4SB	2A10SB	2A10SB-20	1A17SA	1A17SA-12	2A0SB(2)	2C0SB	2C7SA	1A7SB	2A10SA	2C10SA
MR-2 MC-4 R-12 C-14		1	1583.015714	357.8069126	284.3857143	653.0321501	651.8035884	398.7496627	1071.3423	236.2151264	587.5126499	599.3997529	451.4837147	849.5359649	933.6719298	154.5624796	147.0460118
MR-2 MC-4 R-12 C-15		1	797.9849209	751.9886583	692.5705777	910.3130081	787.9543183	2093.609589	4892.905882	344.8025138	1563.341085	1301.76691	745.4320146	2293.5292	2887.99661	2355.677779	1526.983739
MR-2 MC-4 R-12 C-16		1	-631.4148135	69.25662778	220.2286822	111.5746032	2.184751773	-1239.080888	280.8612951	33.57693734	39.78183685	17.25932561	66.48962149	71.29624942	269.4650253	280.2667303	38.94920559
MR-3 MC-1 R-1 C-1		1	2479.450311	5.442193201	2.810697155	271.079321	7.644088949	10.32990196	295.6904279	164.6387031	7.505865059	12.36092033	79.42157683	4.199305556	286.7163194	391.308485	1.058192032
MR-3 MC-1 R-1 C-2		1	1486.730172	457.9816661	307.0268597	1189.198052	646.1714261	1447.76385	2516.041395	1015.110324	1252.82593	1420.810503	1990.380928	848.2195593	1540.608423	1393.5301	685.3451411
MR-3 MC-1 R-1 C-3		1	3336.04004	151.1482372	540.8942692	1998.941691	1061.235906	1640.095868	4023.744827	1674.180556	1387.663004	1438.624021	2480.361834	808.6133195	2320.136853	2834.614305	703.5280749
MR-3 MC-1 R-1 C-4		1	2856.419211	484.8173568	468.4214794	2490.26504	1521.95209	4853.885352	4280.377451	1666.160493	3584.787786	2894.874144	4334.314575	2177.931332	2711.436449	2373.333216	1615.818565
MR-3 MC-1 R-1 C-5		1	5145.314233	1008.105346	997.0538725	2242.419022	2967.262038	4121.097222	3625.533575	2189.220453	4587.314621	3215.017857	4445.23308	1827.47626	2567.698082	1990.84003	1708.977909
MR-3 MC-1 R-1 C-6		1	4369.035326	714.1846699	402.800634	1473.019417	2218.824442	2649.206063	2015.831756	1567.235392	3036.982857	2372.5374	3090.218998	999.761875	1117.449673	977.3087065	891.9668176
MR-3 MC-1 R-1 C-7		1	8614.184224	478.0877193	550.9050337	1712.934173	1554.579669	3185.854606	2412.82882	1016.740877	2521.714837	1879.042503	2703.445577	1271.401221	1516.7422	1360.814351	1097.138104
MR-3 MC-1 R-1 C-8		1	5069.673603	175.8151287	157.8542811	706.7044653	607.1544118	1200.31004	1039.503165	368.4559783	883.0901659	771.8161616	1059.076701	450.5350529	543.515466	502.4034464	390.1431014
MR-3 MC-1 R-1 C-9		1	9362.58691	1160.603499	893.297139	3137.142488	4386.904264	4802.488999	3866.701248	2039.053103	4679.496566	3973.838272	4200.144851	2358.619608	3033.35942	1939.574045	1919.341924
MR-3 MC-1 R-1 C-10		1	12711.14056	491.8112041	540.0769737	1410.963281	1741.602174	2770.674803	2260.916628	976.0748922	2270.423729	1460.830108	1884.443163	1043.317089	1338.691304	1234.11837	1033.901018
MR-3 MC-1 R-1 C-11		1	4664.38836	333.4687663	259.7920962	746.0522714	1025.43527	1267.505985	1366.13224	617.9539835	1378.132353	954.5480759	1205.325831	634.7751092	784.4650194	557.4393825	517.5933735
MR-3 MC-1 R-1 C-12		1	27929.58686	2495.116959	2409.070962	5547.474265	7537.891813	14990.8661	8192.026613	3883.504976	10243.38937	6725.800779	8739.087717	5724.446407	6656.402828	6443.337627	4806.838792
MR-3 MC-1 R-1 C-13		1	10683.47447	650.3171688	912.108297	2034.653633	2974.808977	2973.874597	2273.336071	1134.664492	2830.844393	2381.211584	3087.88739	1043.509786	1695.197949	1469.643109	1083.610938
MR-3 MC-1 R-1 C-14		1	11815.56769	168.2632135	275.3600826	908.2669553	1566.140215	1608.775387	1329.871999	591.622043	1808.212151	1088.108427	1505.396135	671.3052029	780.5315835	761.3391795	620.6053454
MR-3 MC-1 R-1 C-15		1	25745.9004	1829.498246	622.8472628	2862.627373	4476.725601	5156.588588	4161.478429	2479.831745	4338.785347	5340.841942	4693.111106	3436.674014	3701.000985	3215.964492	3204.988102
MR-3 MC-1 R-1 C-16		1	-2053.018229	1.239393939	1.884259259	192.5802247	2.091900826	-0.466256756	-2.300639733	167.9925759	4.88589945	12.06593407	135.0924379	3.261640798	297.6459719	660.1083736	6.358818051
MR-3 MC-1 R-2 C-1		1	1624.518323	309.2237478	488.8540746	727.5503807	858.9116892	1740.198802	1318.525418	608.7197035	1280.318829	1111.758377	1155.638815	690.8683195	872.1943051	680.2435625	623.8556073
MR-3 MC-1 R-2 C-2		1	1917.592446	258.2297009	569.9829667	707.0970206	630.7853172	1242.101307	1157.6506	473.3660883	881.7593711	885.0623313	1085.142753	847.9053436	775.9758478	561.5074108	502.5263385
MR-3 MC-1 R-2 C-3		1	6048.71123	880.3934497	2984.802626	2937.766565	1869.765856	5053.16996	5226.643532	2555.638841	4436.795716	3297.643865	4741.775282	2472.241318	4012.486272	3109.157631	2246.283985
MR-3 MC-1 R-2 C-4		1	3778.963959	390.0597792	2696.643897	1635.951845	670.8998632	2139.92762	2178.997814	1120.904767	1553.379044	1204.097207	1212.187335	1157.486694	1603.002612	1633.287037	976.7361111
MR-3 MC-1 R-2 C-5		1	7.962030075	9.020408163	0.33012218	12.35542169	-8.144528023	62.40082371	25.00445673	2.825641026	13.80048526	9.546486251	25.66793169	0.611034483	22.07465517	22.39010346	-0.170700761
MR-3 MC-1 R-2 C-6		1	15.18276256	1.033992897	-0.073478261	16.07016171	-14.68104852	13.68969144	-0.355352667	1.69739819	12.10253527	2.533311688	2.10741423	1.241266884	16.04410806	-4.54274839	-2.320320125
MR-3 MC-1 R-2 C-7		1	-63.99284574	5.781818182	1.878726287	12.88388747	-2.16954023	13.67546761	-34.16135839	-4.474377168	5.914949644	4.067567568	15.51609593	10.18233618	-1.35968661	23.94550342	2.208455523
MR-3 MC-1 R-2 C-8		1	16.50714998	14.98344856	-1.05732704	3.273819302	4.256633499	16.87642586	-0.212360735	0.98627658	-11.72814999	2.826179281	-3.44914361	2.672018349	3.15524656	-8.801971079	-7.722068711
MR-3 MC-1 R-2 C-9		1	7803.721623	1230.758569	622.9849109	1224.803318	1518.810725	1006.89262	4403.181049	1316.962484	2547.400651	3129.386518	2170.482707	2269.818696	2476.699239	1666.028322	1304.981209
MR-3 MC-1 R-2 C-10		1	33823.77426	2002.900795	2337.753178	5436.498407	4467.447534	5583.107569	7332.288525	3600.853723	8124.434376	5670.039268	6817.513095	4619.839144	5576.780021	4429.715649	4084.233919
MR-3 MC-1 R-2 C-11		1	28171.02528	985.2350496	705.462434	1919.333234	2791.861547	3249.427286	2999.160656	1723.485598	3713.99034	2559.41719	3089.057543	1655.778381	1748.983784	1502.807799	1447.561566
MR-3 MC-1 R-2 C-12		1	16109.19746	320.0389421	370.0233918	925.7521243	1387.548965	2451.392977	1395.251766	618.9209012	1472.192308	943.9351351	1212.020479	850.7840166	916.6309105	877.9633323	729.4298876
MR-3 MC-1 R-2 C-13		1	4179.282696	348.0630077	332.4587556	655.93	1342.025423	1589.358066	959.8972213	661.3200138	2228.983289	1067.909681	1553.156922	586.5096045	909.6477446	556.3226827	579.2748217
MR-3 MC-1 R-2 C-14		1	10454.87696	428.3023653	447.0466894	1137.990456	1783.386809	1470.404453	1489.292246	811.3972613	2411.828265	1220.071222	1819.474915	814.0801749	1006.126719	969.4256688	869.7123749
MR-3 MC-1 R-2 C-15		1	7869.059732	690.5386905	926.9785311	1574.426697	1716.817962	2903.910862	1805.287651	1037.52079	2274.353495	1939.039604	2104.092222	1038.701739	1531.159469	1652.616364	1778.438882
MR-3 MC-1 R-2 C-16		1	11024.22239	512.7727311	583.1080583	1815.071429	2263.239535	3708.842693	2404.545135	863.363225	2506.77144	1698.772817	2886.871499	1188.196879	1702.797331	1598.588768	1089.230072
MR-3 MC-1 R-3 C-1		1	5036.497529	661.6624794	505.1283898	1337.762713	2142.641429	3745.125	3411.811586	1518.937781	2088.846856	2419.073762	2752.261974	1065.933537	1121.448955	1214.370828	997.6818654
MR-3 MC-1 R-3 C-2		1	1808.922411	232.703472	226.3672017	642.3143485	723.2306693	1846.636516	1658.076417	567.6345878	1087.748824	754.1554676	1187.345338	519.6506406	576.4881673	617.9557246	446.7897101
MR-3 MC-1 R-3 C-3		1	3782.373259	445.1673005	464.6156832	907.8883314	1082.617647	2340.348856	2424.223081	1030.31795	1554.230892	1365.693588	1962.600424	919.478908	928.3376567	1176.050926	907.1805556
MR-3 MC-1 R-3 C-4		1	2925.257248	261.9776119	272.4054054	784.8602434	933.0468145	2322.279984	2109.037371	594.8176785	1319.526588	824.673568	1319.486255	734.317731	882.5017739	922.3943847	628.7050084
MR-3 MC-1 R-3 C-5		1	1291.594567	110.8713651	166.4220031	371.9679358	335.4459113	549.29439	529.1444408	226.9446968	825.5851795	388.9289157	626.6429186	271.5343395	420.2631963	237.5607134	197.1480375
MR-3 MC-1 R-3 C-6		1	4656.28272	368.9760242	428.6701357	997.5901526	1201.475612	2309.330214	1829.613952	938.143393	2584.438748	1424.571562	1987.864586	981.2212919	1142.029904	1000.106723	791.1899754
MR-3 MC-1 R-3 C-7		1	3025.136905	180.1816727	228.5310924	601.2726372	619.2295238	1477.021921	1214.879613	472.5359302	939.075787	688.858172	1049.90637	557.7239063	694.1321875	570.9167579	494.0857977
MR-3 MC-1 R-3 C-8		1	6126.581232	508.745753	298.3974055	1031.957793	1781.89035	1976.49519	1351.426127	942.8277263	2271.77916	1644.340946	1924.108588	702.810106	775.8121715	626.4782407	565.3347222
MR-3 MC-1 R-3 C-9		1	30229.32155	2044.822893	3106.571621	6587.028516	6105.959631	7909.805641	9486.930642	3801.565146	12309.90152	6956.108296	10418.79792	5575.843248	7354.198951	6436.335049	5263.591918
MR-3 MC-1 R-3 C-10		1	17593.8226	586.6751605	874.1182844	2383.166887	3212.455128	6242.820187	3259.56099	1478.963212	3356.664474	2171.717339	3631.17391	1744.589881	2233.343032	1795.155892	1531.602357
MR-3 MC-1 R-3 C-11		1	36401.78091	1015.166447	1067.124162	2903.638563	4106.730303	7862.328877	4806.491428	1739.523361	4950.403024	3309.933323	4233.950211	2821.613415	2777.397832	2777.320965	2468.716412
MR-3 MC-1 R-3 C-12		1	33025.13934	2459.302489	2950.291346	5759.366093	7427.565313	16371.37224	8797.832609	4399.531926	10887.52797	6652.416626	9526.347111	5621.081259	6587.111548	6997.064257	5218.646586
MR-3 MC-1 R-3 C-13		1	-81.95679325	5.322788354	3.832998684	19.86762075	19.41970803	106.622807	-3.888809541	17.58840884	16.68614719	10.96343578	13.67460317	0.898456245	-1.555797003	20.06929424	-18.50458716
MR-3 MC-1 R-3 C-14		1	36.58164388	11.15358059	3.359292417	20.88802817	2.363492063	-213.0128453	1.737745098	8.346639555	20.43247114	10.18975748	10.87980873	-1.389275373	11.15744745	3.23335936	-2.699199688
MR-3 MC-1 R-3 C-15		1	-13.02819268	10.51133116	1.089677419	4.297966401	-5.541846384	-1.021609815	-1.975877359	3.976947536	1.20729144	-0.986935028	-18.43199285	-44.2419175	-60.40449647	29.47754218	5.716940264
MR-3 MC-1 R-3 C-16		1	145.359094	49.97707722	88.75295276	115.7446787	122.3724612	318.0409031	164.5614114	85.72591868	132.1860781	188.3709589	151.8567193	194.9760994	242.9684449	313.3123951	167.3843203
MR-3 MC-1 R-4 C-1		1	3479.492304	554.3697674	540.4641864	1054.102882	1658.602933	2210.475588	1403.793426	882.1236142	1755.415815	2019.998407	1593.69992	891.9410737	1197.581481	671.0733354	839.3982147
MR-3 MC-1 R-4 C-2		1	1615.119634	235.6994725	251.2809719	472.2131051	905.0654887	1104.347909	1140.96787	521.9656077	733.3972414	1039.679673	953.3414918	446.530837	529.2217821	437.8768519	347.337963
MR-3 MC-1 R-4 C-3		1	747.57056	104.5168513	72.66710619	253.2022166	590.3532967	688.2442227	544.2004428	293.8619661	473.8106312	531.1216827	599.73614	248.1971867	257.4285592	200.6636289	167.6880857
MR-3 MC-1 R-4 C-4		1	4447.434234	446.8937874	908.1397107	1448.130292	821.5967128	1446.93612	1115.116466	764.1845201	1225.445507	969.3613863	1149.708154	1192.569767	1514.045648	921.800736	1052.421103
MR-3 MC-1 R-4 C-5		1	1777.896813	256.0317552	347.7063858	915.564724	1034.15295	1828.324941	1190.782463	513.0400797	1585.505862	942.5603495	1595.053456	779.7407492	1040.883728	805.0854359	593.0901723
MR-3 MC-1 R-4 C-6		1	313.1522771	40.63473633	12.48652306	104.1316239	274.5035126	285.2243467	148.6703156	106.7311056	181.5714653	198.7684904	250.5546382	66.60295291	98.80282322	99.49214606	64.17911057
MR-3 MC-1 R-4 C-7		1	11244.92054	2726.475427	1807.042361	5640.906985	9298.36189	7628.282913	8481.913486	6759.440948	11047.79552	11927.20283	10419.02174	3650.657517	7829.960862	4985.6073	4231.206862
MR-3 MC-1 R-4 C-8		1	13334.60591	1054.043653	1307.096551	3114.01512	4226.929567	8637.932353	4793.82007	2182.614243	6313.162356	3802.830282	5830.47245	3772.369886	3990.024203	3325.443548	2469.924983
MR-3 MC-1 R-4 C-9		1	2550.334032	227.155212	413.3069433	444.0390787	539.6033033	736.0612745	742.5229814	373.2456493	527.3076923	658.4690389	648.349885	544.066644	733.2735054	389.8881408	284.2505147
MR-3 MC-1 R-4 C-10		1	1662.499871	78.29368771	77.39731703	201.532864	192.8762088	501.6901543	442.5053282	113.1460561	210.9511976	192.5346755	228.23075	213.731444	334.2088394	306.7322866	157.0560789
MR-3 MC-1 R-4 C-11		1	10219.44072	3442.084221	2187.51886	3923.929146	5894.268824	6964.49017	6588.071377	5257.351669	8490.037805	7879.746854	5685.57436	4640.001562	7882.553093	3851.548913	4344.567029
MR-3 MC-1 R-4 C-12		1	14483.75464	857.6378438	488.9699228	1553.211442	2510.498036	3890.925632	2368.882201	1481.263355	3507.375316	2896.549624	2815.839694	1749.058668	2398.407434	1264.822826	1190.582536
MR-3 MC-1 R-4 C-13		1	18960.17239	1182.342297	1142.818175	2247.617721	3803.298915	4443.635027	3216.51341	2077.42958	4677.894285	4022.730323	3518.163249	1660.984509	2171.27835	1558.802083	1631.400815
MR-3 MC-1 R-4 C-14		1	4866.293159	291.2126033	290.7651915	790.6253262	877.9717391	1782.238306	1038.485357	556.7012785	1215.411437	1105.048276	1413.022455	557.7780399	740.4109684	648.136276	450.0624561
MR-3 MC-1 R-4 C-15		1	31947.9373	3664.925588	2280.561251	6107.603044	7094.897975	14756.67387	11487.88872	6435.42303	11560.99539	10332.43651	12250.69575	5692.683827	7769.260851	8697.205702	5994.191564
MR-3 MC-1 R-4 C-16		1	17462.20249	1060.906014	781.0081742	2085.861923	4413.983333	3752.555462	2188.319444	1432.558494	5733.108859	4275.393939	4121.766512	1027.226058	1329.581011	1214.906024	1189.128397
MR-3 MC-1 R-5 C-1		1	1679.794021	341.4865587	256.8598681	599.1533168	815.8464459	1261.599929	1218.537088	588.1534029	779.938733	1161.79514	976.563962	717.5051686	842.688138	564.9283333	573.0315942
MR-3 MC-1 R-5 C-2		1	1373.695344	322.6796621	260.8051074	618.0985798	1414.899081	1610.300124	1061.76244	535.0886364	1124.371971	1200.044749	1127.644869	656.538916	628.1872629	474.493266	424.523569
MR-3 MC-1 R-5 C-3		1	2105.474105	315.4493274	1377.899225	934.322134	777.3434868	1237.831328	1063.205191	580.6061043	1132.616216	1068.501134	926.5802474	1237.6466	1402.95345	742.8714016	595.2192805
MR-3 MC-1 R-5 C-4		1	4387.045891	654.9571373	516.485237	1320.737767	2064.035208	2541.386275	2251.424799	1379.881702	2591.732829	2524.766006	2463.284743	1171.888038	1457.09607	1291.008032	1164.148594
MR-3 MC-1 R-5 C-5		1	1127.634166	154.5035326	187.8169643	495.8173876	540.2450758	923.3954214	797.7721649	327.985195	624.8736343	506.739987	760.0254985	586.2044657	662.4577352	494.5165471	337.9734051
MR-3 MC-1 R-5 C-6		1	2901.698003	387.3559341	559.5455705	918.3128339	1251.833333	1603.857449	1379.003205	797.0045695	1523.460848	1175.067384	1626.620722	1000.495403	1131.7648	854.8450886	797.5290258
MR-3 MC-1 R-5 C-7		1	2362.45151	273.1213762	348.9247394	492.4572796	620.4747006	1032.193627	964.9585738	398.3485179	642.532635	698.7293065	874.8747186	1067.805239	800.6987909	582.5000403	558.4683172
MR-3 MC-1 R-5 C-8		1	2308.047828	183.1156011	171.0605997	384.8612732	682.9796756	1055.991563	1069.051852	372.953575	662.7253096	490.2475524	614.8897615	563.996318	479.6035304	542.5333333	523.1824074
MR-3 MC-1 R-5 C-9		1	10848.68768	1643.087018	1769.91521	4351.023545	9175.314006	7847.987676	5034.254293	2237.701367	8558.676241	7793.674756	6038.1397	3072.53544	3542.710972	2885.80921	2462.422947
MR-3 MC-1 R-5 C-10		1	936.7276587	122.6553656	183.7883333	263.2846286	423.0911638	728.4911765	411.1198955	135.0518393	342.4660397	459.4048234	341.4238887	414.4373037	404.7388024	305.8469002	216.5418277
MR-3 MC-1 R-5 C-11		1	1265.993654	200.2008829	388.5370512	464.2068155	746.0925314	648.1669029	552.2818237	236.5097744	751.483245	815.1878816	651.2353531	509.9996283	566.6155962	470.3210934	373.6432069
MR-3 MC-1 R-5 C-12		1	4710.524476	397.3839962	392.6627734	949.9775271	1570.143201	1487.164785	1089.183967	721.2425271	1844.194979	1699.32125	1566.881201	767.5353085	871.0559095	701.4757505	554.3955553
MR-3 MC-1 R-5 C-13		1	3060.66117	382.6935506	415.4965783	794.1383648	1008.144197	1171.848882	841.1797826	587.5935782	1073.132171	1310.893726	952.7040998	665.6350057	948.141574	654.1108575	614.3124746
MR-3 MC-1 R-5 C-14		1	1756.223577	131.9952678	210.2302708	378.6878858	367.5472235	920.8387	561.9305556	232.9291413	325.3021562	418.31455	432.0278547	453.0486159	558.7657102	475.9580808	313.9020202
MR-3 MC-1 R-5 C-15		1	4665.184792	1093.842934	623.5430233	1260.843232	3333.122257	2141.54101	1485.19596	1427.418258	4198.51967	3852.393231	1692.37774	1057.17584	1447.710986	1093.218437	808.7538173
MR-3 MC-1 R-5 C-16		1	1305.346884	180.6007566	520.3352143	666.0034477	351.9659197	1062.41978	906.0305958	356.9412154	485.4107684	550.2067797	529.281071	832.8600636	890.1893718	846.6511785	619.6756734
MR-3 MC-1 R-6 C-1		1	8307.825897	936.6087674	1076.656792	1800.531324	1985.017087	4173.731749	5245.431159	2085.78438	2963.132174	3638.454845	4293.909642	2276.512406	2800.345919	2270.301785	1591.697095
MR-3 MC-1 R-6 C-2		1	12758.66961	2118.253893	1193.202317	2554.343606	4791.91195	5659.787249	6433.868298	3283.812157	5629.440135	5857.607905	5363.396429	3648.099573	3459.684272	2607.146199	2591.16727
MR-3 MC-1 R-6 C-3		1	3579.927378	585.3025794	568.0639752	1325.562286	1710.054234	2356.550771	2180.569276	1491.553629	2197.354183	1953.398742	2689.625968	1233.621109	1754.208942	1049.047781	931.7160326
MR-3 MC-1 R-6 C-4		1	14357.64603	1460.608812	1302.418417	3423.964956	6312.190181	8986.084254	8058.865795	3701.100353	9045.078968	6624.66453	7224.180767	3775.814509	3982.392935	3517.375421	2633.448737
MR-3 MC-1 R-6 C-5		1	8067.106456	615.7521782	874.8471746	1820.203843	2234.633829	2792.499095	2139.266012	1303.821747	2542.40473	1659.849067	2291.293332	1211.112252	1696.454279	1298.128478	1294.495
MR-3 MC-1 R-6 C-6		1	5663.179959	675.6174553	955.5177092	1642.964889	1911.590157	2397.745955	1781.450629	1113.774784	2196.828375	1526.680921	1707.813086	1346.749836	1890.50627	1230.646586	1359.698795
MR-3 MC-1 R-6 C-7		1	4034.888095	393.9412162	434.4636393	1125.404598	1151.935894	1569.506849	1119.920209	643.4256609	1656.879032	1095.444444	1354.796221	689.1385428	1091.094664	752.2655584	841.5671355
MR-3 MC-1 R-6 C-8		1	5220.70172	239.8334718	202.579878	579.3262018	1349.464657	1642.435294	1185.4474	587.2480035	1675.972388	759.684009	1104.925676	523.2299639	576.6324006	580.7340323	483.2278761
MR-3 MC-1 R-6 C-9		1	857.9138148	94.94466403	192.805163	289.2046445	344.9384343	347.0626084	337.5900161	133.6468933	385.6991624	336.6505628	432.0159433	305.8624689	368.6673295	285.3142791	197.808662
MR-3 MC-1 R-6 C-10		1	947.1761111	162.1508412	288.1677673	381.8115962	438.6645251	568.2023173	558.5407512	201.2038383	493.8658761	451.5958015	445.4182679	513.3274998	605.1600217	481.2780089	312.9724819
MR-3 MC-1 R-6 C-11		1	2846.38082	192.3035969	306.5885905	364.9946306	833.489664	844.6019608	711.316066	285.6905247	716.6761212	610.3498037	481.7876903	627.5160017	652.4072102	505.148064	416.960101
MR-3 MC-1 R-6 C-12		1	4080.822117	242.4536568	314.8475806	685.5503035	1125.423253	1226.68029	1002.962987	441.2721814	946.0077995	939.4089129	895.2178382	664.0873362	765.8122271	743.3375421	533.2508418
MR-3 MC-1 R-6 C-13		1	3216.156405	298.6463126	345.7377653	674.0182171	1154.765724	1099.547549	987.2246377	510.2667974	918.8938463	1159.270178	979.0269573	603.7154982	721.8888501	635.5326087	506.7789855
MR-3 MC-1 R-6 C-14		1	2718.06605	281.1631693	519.741102	759.5460881	876.7259615	1476.120098	1131.08918	515.5012207	872.3947368	1079.248706	739.3158432	824.8250987	1027.572763	814.552818	663.7089775
MR-3 MC-1 R-6 C-15		1	17364.27129	969.3178706	768.275459	2114.72957	3948.156382	6942.275385	3737.810697	1581.867145	3652.508586	3656.386253	3783.967737	1792.658805	2100.250586	2323.324027	1881.481928
MR-3 MC-1 R-6 C-16		1	3187.570905	227.5177696	463.7083809	729.7400746	533.2975073	914.2857368	944.6095981	380.060866	674.1419868	693.5669227	752.7842741	590.319427	691.0263066	619.059876	448.3004258
