UID	BLANK	GWEIGHT	2A4SA	2A4SA(2)	2A0SB	2A0SA	2A4SB	2A10SB	2A10SB-20	1A17SA	1A17SA-12	2A0SB(2)	2C0SB	2C7SA	1A7SB	2A10SA	2C10SA
MR-12 MC-1 R-1 C-8		1	2804.754056	175.5021368	284.6019744	680.4142266	1072.546296	647.312935	874.1527215	864.9596586	2411.387073	472.6035057	685.3380598	427.5634796	505.096395	639.3834768	495.0703098
MR-12 MC-1 R-1 C-9		1	6352.429917	1211.001223	469.3986864	2896.046017	4981.495568	3653.684467	3073.45633	4866.96844	8439.325415	3533.105836	3241.58008	2060.419966	2641.903811	2389.695555	2431.595879
MR-12 MC-1 R-1 C-10		1	5127.736354	459.4950732	381.8424799	1332.951595	1968.56558	517.8996377	1548.19235	1797.499918	4444.004113	1012.663127	1125.163113	846.5902578	1065.728473	1507.78354	1342.727329
MR-12 MC-1 R-1 C-11		1	2498.366688	263.9353948	222.6273038	671.6396763	960.8315964	673.9334175	779.6139263	1225.344157	2228.664877	795.9673203	962.3776943	602.5026754	670.7926225	848.9480433	764.7105012
MR-12 MC-1 R-1 C-12		1	9638.992196	1883.35597	1740.606697	4748.825586	7624.824333	6246.407609	6768.965051	6480.158702	14698.67603	4009.793939	5967.089044	4443.140258	5208.113177	6308.016372	4833.346941
MR-12 MC-1 R-1 C-13		1	3332.516802	410.7213501	514.4314525	1784.96885	2351.16816	1574.773599	1572.841501	2017.266961	4122.113743	1301.099555	2051.62146	1094.452732	1605.992887	1475.377997	1124.374704
MR-12 MC-1 R-1 C-14		1	3668.917034	349.188755	276.8043991	1064.48236	1415.4015	997.8663853	1312.336667	1669.913575	3582.773542	1139.928824	1287.115092	1193.496345	1203.137765	1331.816509	1178.837083
MR-12 MC-1 R-1 C-15		1	9670.72781	1714.414931	622.9478232	2828.336813	3274.269737	3442.584199	5016.513766	5279.414447	5882.789541	3726.165553	4060.345238	5184.335106	4795.884721	5362.532208	5409.445631
MR-12 MC-1 R-1 C-16		1	-100.8315217	6.302142857	-4.421398305	616.5427905	-14.47797101	-22.74844887	742.9903943	314.6784584	-47.64299557	3.742839352	218.1476876	-0.601803885	1241.840796	1299.331478	6.379165808
MR-12 MC-1 R-2 C-1		1	5692.041686	650.5164868	576.3555611	1257.841702	2374.660406	1733.387602	2106.181381	1721.912086	5109.860385	1858.84892	1572.504852	1483.062337	1380.336585	1408.922635	1330.018395
MR-12 MC-1 R-2 C-2		1	2768.583493	451.0544242	368.0556879	978.4143548	1600.028741	1150.325634	1738.387259	988.6823593	3117.691418	1320.165953	1161.270274	836.6112605	942.6774194	847.0118577	741.3488142
MR-12 MC-1 R-2 C-3		1	4466.465872	418.036295	292.9982049	800.7068867	971.6563094	1012.397679	1361.281698	1522.641253	2672.101473	1229.612691	1221.741639	974.0283616	905.1499789	918.0274546	876.3760213
MR-12 MC-1 R-2 C-4		1	20688.7106	2205.769595	2121.029588	6438.837819	9890.142693	6795.238025	8296.123069	6726.818643	21487.8083	6750.568209	6237.267539	4054.122748	4684.748064	4887.287432	4162.331148
MR-12 MC-1 R-2 C-5		1	1231.654182	198.5615137	204.7143471	522.5493984	457.5494067	1352.073632	1219.831391	476.6763645	1362.753799	432.6427115	516.8662281	672.7650627	696.6417614	659.8106878	642.0574493
MR-12 MC-1 R-2 C-6		1	11324.30573	1597.570699	1070.395267	2323.5048	4058.640357	2439.276961	2698.816833	4255.95818	8611.35497	5334.400682	3619.33294	2746.897545	2808.036647	2809.276739	2619.038188
MR-12 MC-1 R-2 C-7		1	2912.265842	371.7549556	331.855838	1065.154817	1255.405332	1494.552369	1557.330707	1266.430359	3163.677909	927.5512821	1249.821473	937.361997	1177.237904	1207.775474	890.7631107
MR-12 MC-1 R-2 C-8		1	5948.260571	659.6485287	549.9868666	1552.559859	1937.213579	1956.02406	2552.799631	3307.771037	3802.814275	2571.447299	2641.273025	1664.705046	1777.306756	2172.43873	1793.244761
MR-12 MC-1 R-2 C-9		1	2.200220192	5.625750136	-1.16064257	17.30666667	-2.099115931	-240.6036045	6.159681926	-3.142925762	-4.001903008	-14.29711048	5.088793103	-5.34260633	8.11291861	-14.18828932	-5.370120551
MR-12 MC-1 R-2 C-10		1	2673.093033	424.2839184	376.6964093	1952.170703	2374.210922	968.0911285	3443.545739	1485.305131	6416.534903	1067.126267	1681.184959	1838.440171	1984.432527	2184.45207	1563.573802
MR-12 MC-1 R-2 C-11		1	15307.76667	2104.115134	1354.883254	3575.990991	6337.442648	649.3916846	6851.693578	5670.044073	14415.0368	5248.372377	4114.453935	6700.508133	5364.31757	6058.253922	6096.021569
MR-12 MC-1 R-2 C-12		1	5343.965893	683.5434227	466.6967119	1728.89616	2060.853953	388.0595771	2516.357353	2275.378908	4499.892919	1618.345948	1882.150715	1958.153843	2057.409335	2098.571136	1901.950143
MR-12 MC-1 R-2 C-13		1	1112.542222	182.9912281	240.6104809	1062.683333	1432.72549	403.1342171	1804.32712	1304.165769	3664.576	708.8509708	1110.988825	1205.721732	1300.057895	730.5236928	536.5462963
MR-12 MC-1 R-2 C-14		1	7224.074167	1340.310205	904.5486573	2827.287162	4237.953658	1267.353666	2960.214582	5346.172677	9420.477771	3641.860651	4377.219057	3011.92	3095.183218	3145.360671	3213.429862
MR-12 MC-1 R-2 C-15		1	2311.968203	232.2989559	161.5482312	802.0210287	859.2190877	1511.460948	1061.400792	1076.711255	2248.920147	690.9386667	744.0690399	772.6790041	753.936145	943.6952062	864.9244165
MR-12 MC-1 R-2 C-16		1	6080.484935	939.3722163	558.7707792	1863.066989	2453.500069	1942.587042	3325.886878	2198.554642	5801.360379	1755.733275	1723.306976	3332.740262	2592.545897	2833.783006	2917.749905
MR-12 MC-1 R-3 C-1		1	6753.393062	1054.266478	1196.420157	2308.713992	2741.370969	-368.360011	3809.504041	3030.034266	7850.851695	3458.55927	3854.612714	1747.385628	2722.416474	2100.123188	2103.980072
MR-12 MC-1 R-3 C-2		1	1852.304649	244.9706722	240.4285523	701.342336	1112.160636	1095.573873	1087.727254	636.6088991	2079.829828	759.5527563	787.4914348	502.8246028	584.6858888	617.9358178	476.1762223
MR-12 MC-1 R-3 C-3		1	3802.445622	292.2862038	203.8171284	807.5632778	698.1034565	700.5976592	1339.513689	1135.192123	1843.439519	783.6054063	1020.109471	707.2033164	883.5615109	1058.917439	690.6828854
MR-12 MC-1 R-3 C-4		1	2013.144407	137.6945527	87.16643357	364.0910458	477.5733806	412.0179739	485.1377049	630.7495059	1191.708914	419.4186712	493.6254161	253.2625641	307.3642308	274.7433849	310.8020319
MR-12 MC-1 R-3 C-5		1	14573.00946	1330.738719	916.9276803	2772.546528	3193.167091	2376.073448	3424.751035	4492.473629	8547.006016	3203.877492	3906.592105	2145.591903	2548.983063	2109.527479	2027.308359
MR-12 MC-1 R-3 C-6		1	21975.72961	3218.005007	2156.469782	5376.414269	8190.920708	5366.530294	7519.028776	9232.682321	23473.1689	8308.446811	7820.78929	4098.444427	5080.956351	5052.143271	4145.814907
MR-12 MC-1 R-3 C-7		1	2507.448871	293.8334185	170.0023226	617.6481481	894.1428281	615.1797961	791.386446	944.619137	2365.762013	680.4868268	807.3555943	514.0230565	673.774455	521.6687422	410.5341028
MR-12 MC-1 R-3 C-8		1	9249.175792	1077.665852	594.0056723	2693.926432	4891.086345	3000.686099	3484.926402	3937.986591	11780.7602	2305.199974	2931.262381	1964.657603	1934.658518	2153.59558	1900.80587
MR-12 MC-1 R-3 C-9		1	12724.88054	2038.776174	1805.291241	4998.850875	5328.481947	2596.905364	4970.754027	5237.904133	13902.44649	4544.198826	4813.587195	4160.317213	4473.684959	3464.383009	4061.856859
MR-12 MC-1 R-3 C-10		1	3914.456086	1102.230291	782.7894607	1524.726123	1315.924234	4552.770762	5709.746956	1287.946135	2935.012974	1556.493071	1112.537814	3478.029899	2808.024919	2397.616393	2335.210929
MR-12 MC-1 R-3 C-11		1	3381.920082	629.6346177	1007.514288	1879.717143	1116.175971	4598.460186	4934.132286	1508.369438	2377.938969	1598.511032	1623.575397	3239.754064	3263.592308	3031.224862	2674.528238
MR-12 MC-1 R-3 C-12		1	11677.3293	1758.779356	1457.460792	4523.392897	4570.087618	5979.063274	8075.66698	5484.204885	9634.639864	4359.495238	4971.113437	4887.409712	5346.540502	5967.18859	4746.077666
MR-12 MC-1 R-3 C-13		1	5599.012817	934.9657407	839.385662	1824.083518	1108.582559	3992.41201	6467.439344	1500.934009	2576.653181	1228.002468	1076.63161	3701.918311	3693.469518	3154.809783	2718.023551
MR-12 MC-1 R-3 C-14		1	9375.522274	1705.576064	1350.615693	3949.076841	3079.422422	4700.997822	6670.727193	4289.485096	5825.590172	3479.301805	3836.919828	3904.435469	4217.804717	3310.687754	3336.729275
MR-12 MC-1 R-3 C-15		1	7836.897106	2212.610526	1932.033696	5149.148521	6400.400163	5198.38291	3946.69155	6171.554414	11547.6233	5541.561179	4555.918744	3112.988798	4417.631543	3123.443605	3672.16373
MR-12 MC-1 R-3 C-16		1	3073.535382	399.6140152	312.7788715	1377.472586	1719.346618	604.9664804	1882.137941	1619.421871	4480.130113	1121.15189	1186.769048	1294.552895	1321.655204	1765.081454	1494.530952
MR-12 MC-1 R-4 C-1		1	15104.75013	2300.952625	1568.182717	2659.587821	4820.559953	2191.879433	3325.864103	5682.884626	13508.17026	8524.836914	5991.504142	1723.004219	2832.352794	1963.706772	2552.358177
MR-12 MC-1 R-4 C-2		1	13252.98306	2553.197222	2408.948056	4060.977807	3702.364394	1815.291026	3053.392914	3540.431621	8800.986964	5027.365618	2896.359395	3267.349719	4340.660535	2518.114521	4255.779618
MR-12 MC-1 R-4 C-3		1	7757.522511	1325.689962	1197.879995	2811.011402	3414.126378	4137.511108	4252.321961	4668.958777	7310.903595	4265.176158	4273.224278	2579.874904	4251.079904	2780.85152	2593.213207
MR-12 MC-1 R-4 C-4		1	1490.974868	195.2941617	170.6046258	470.2092541	656.088127	993.5335145	1070.853228	477.1672274	1340.623543	485.8689299	508.7348444	536.2178502	573.2088928	532.7372193	503.1857382
MR-12 MC-1 R-4 C-5		1	9557.427417	1069.298879	827.8889652	2554.689125	3735.880948	2786.491176	3831.704855	4006.491566	9683.417444	3236.833333	3987.230338	1823.316169	2162.014322	2420.296262	2025.800432
MR-12 MC-1 R-4 C-6		1	623.3222629	77.36728395	54.37899757	163.2245836	210.5295031	347.1933792	479.8684747	190.8796628	441.5380266	167.7407538	169.5880174	139.0942104	203.0062558	137.6085519	116.8900476
MR-12 MC-1 R-4 C-7		1	1791.314055	337.1342514	169.6596915	431.8985403	1054.614151	339.7187918	442.2272487	1191.830891	1153.323925	1047.919969	753.014982	418.8969062	626.9203757	386.8845369	421.8574051
MR-12 MC-1 R-4 C-8		1	2058.856738	270.9150896	224.6201582	1046.623128	1047.004918	817.4576488	1066.724123	1171.32578	1973.777196	874.5996816	931.6272059	533.9842521	785.1041606	679.4360712	549.3815454
MR-12 MC-1 R-4 C-9		1	4682.15561	599.2970719	408.2366373	1717.416767	1749.674975	1852.620743	2587.92244	2656.245054	5422.435714	1597.084242	2370.136398	1593.122708	1757.578978	1906.46178	1409.367673
MR-12 MC-1 R-4 C-10		1	3019.232479	542.1816507	487.8744449	1508.915465	2053.046154	1661.887363	1863.261061	1793.62904	3592.606794	1483.857982	1646.683744	1092.090959	1566.933885	1415.849794	1175.951539
MR-12 MC-1 R-4 C-11		1	8683.273145	2127.411243	2577.176737	4697.636111	5065.921446	6109.236443	3984.335268	3462.416161	10236.73137	4640.026409	3586.143307	4160.436142	5248.588741	3715.678689	4996.754098
MR-12 MC-1 R-4 C-12		1	970.0666667	114.8695524	125.5175081	309.0383227	269.5083929	438.7009558	400.5092896	396.7532051	437.7419699	327.4515227	383.9683544	444.2422464	540.1209987	457.1902174	373.4981884
MR-12 MC-1 R-4 C-13		1	698.6924809	73.31451613	80.2032319	300.3414561	253.5789474	320.3557843	283.5427544	271.1829601	591.1777594	199.9795977	201.3803374	237.9563193	251.1597987	201.7463768	218.5235507
MR-12 MC-1 R-4 C-14		1	898.4278229	148.8644035	142.3785976	424.2454486	475.0944118	829.9924783	827.0270259	397.9431987	1277.885234	325.8755499	408.1676871	901.72966	793.42659	518.9518747	511.8111775
MR-12 MC-1 R-4 C-15		1	478.8093607	105.2401063	103.9088247	443.8418805	382.5581019	441.5214656	626.8213981	491.794683	708.9427083	295.5229129	391.601722	390.0174852	549.3430653	462.9420102	349.9209754
MR-12 MC-1 R-4 C-16		1	924.8806744	221.3979964	225.8892662	790.9438509	718.0958025	1345.910613	1006.209008	674.4134897	1317.075707	442.7041952	688.5632311	953.0736291	1190.996831	781.0239129	804.0191222
MR-12 MC-1 R-5 C-1		1	2998.814068	198.8120331	248.9837949	290.0109131	1666.889636	154.0709914	945.9794887	581.7061111	2624.827648	1089.782805	1200.434674	316.9255148	374.6288656	276.9593647	232.6715506
MR-12 MC-1 R-5 C-2		1	127.1416337	20.59111603	16.6208476	14.53529412	69.3877551	69.35425976	136.2837504	40.40013849	161.633197	56.41108035	62.17139217	23.24462183	20.56613999	1.819123579	11.6376971
MR-12 MC-1 R-5 C-3		1	1476.378034	158.6123668	131.6589749	513.3745335	347.4116054	756.6112846	758.1713251	321.9218156	792.3283708	354.9466111	365.814461	368.1614063	453.5209722	464.2359217	484.7640253
MR-12 MC-1 R-5 C-4		1	402.7582806	35.57511338	32.80632802	96.90557491	186.8713184	120.5694444	189.0088394	136.2148614	336.661157	142.9431688	142.4389234	97.13772077	64.63947295	91.70341832	82.64639955
MR-12 MC-1 R-5 C-5		1	1467.016294	171.9274586	191.5713135	422.7092199	452.4612403	771.6627451	875.7476921	553.3023655	764.8195489	467.8571018	476.5047138	565.9416244	623.3030781	696.5525923	572.1397355
MR-12 MC-1 R-5 C-6		1	1430.38913	394.7068879	296.3503448	500.5011385	554.0606612	836.7820533	955.8182367	657.3917484	802.8356917	915.5383051	812.3010302	1062.468538	1019.80198	709.0449074	762.0652778
MR-12 MC-1 R-5 C-7		1	346.3832693	156.5426136	201.8704027	326.96119	270.4651133	648.6529412	729.7995924	241.336456	387.3102466	365.7256086	306.413242	549.8962469	639.232281	538.9477912	451.7831325
MR-12 MC-1 R-5 C-8		1	1067.208197	131.023412	135.924355	484.589946	762.5439197	1914.200195	647.5196225	489.734385	1366.409402	400.7806768	503.0912961	385.5760826	439.6428458	426.6528378	358.3893877
MR-12 MC-1 R-5 C-9		1	4303.308384	1260.007468	718.3139594	2293.262766	3276.281572	1670.562958	3579.370098	4860.372917	7152.185428	3831.268373	4293.204068	2935.205732	3483.093496	3357.889657	2705.829215
MR-12 MC-1 R-5 C-10		1	2399.276358	375.2226894	267.4575123	1152.913985	1399.434415	641.7414601	1356.605599	1898.791608	2705.555848	1025.145145	1772.0554	884.1804434	1275.092562	1246.048193	920.626506
MR-12 MC-1 R-5 C-11		1	3673.331822	615.5136131	535.7709845	1359.807566	2061.287584	1908.791667	1960.162165	1778.388889	4011.291211	1633.5691	1517.20398	1141.455044	1309.726782	1342.728207	1250.217678
MR-12 MC-1 R-5 C-12		1	1010.545364	154.39505	198.5490884	558.4076827	466.5849988	1044.460875	1012.350788	470.3871477	986.671492	342.9498978	447.5742463	892.2052213	808.929974	759.1591097	585.1334369
MR-12 MC-1 R-5 C-13		1	538.6802713	105.4054693	155.0138732	249.474807	124.024678	806.9088681	902.4912728	180.0666955	212.0447562	251.2019608	201.9820596	364.2264431	419.8377226	605.1928986	431.6155797
MR-12 MC-1 R-5 C-14		1	3182.522297	687.5633032	681.8449429	1572.22059	1387.590922	1814.266659	1644.356368	1273.734099	2818.409032	1675.014589	1303.848644	1432.782915	1912.862092	1547.928986	1865.466874
MR-12 MC-1 R-5 C-15		1	2039.529274	407.6141049	350.9024595	1136.300831	1114.951634	1255.460631	1133.307004	1272.213489	2430.379818	1022.247621	990.1208125	680.8174941	1004.516816	1096.890499	976.5877887
MR-12 MC-1 R-5 C-16		1	3554.944884	333.0227741	242.5403341	916.9649886	697.9241051	1405.460784	1693.191198	1620.181795	1636.425583	892.9058182	1054.712222	1429.179263	1264.435721	1626.728241	1408.912963
MR-12 MC-1 R-6 C-1		1	360.68435	61.82566106	86.99887767	138.8441204	217.3288139	-187.6494963	295.6399705	191.3339335	296.4963407	187.9423087	153.1133864	121.7119675	216.4791555	296.8966942	203.1061983
MR-12 MC-1 R-6 C-2		1	1292.241919	118.4220442	151.8057516	496.4499089	556.1287812	832.504902	849.6371585	533.9054887	1087.176594	492.1410256	529.6092831	241.4076039	355.1513042	459.820765	307.0775956
MR-12 MC-1 R-6 C-3		1	2193.2261	149.4126984	127.8712121	358.2349079	542.5373084	487.587963	608.6185792	449.7550645	1191.382683	475.0288932	543.3404918	404.4320231	388.0955634	401.6517351	393.7645454
MR-12 MC-1 R-6 C-4		1	261.2135743	52.23731155	11.94952358	110.2811513	190.8543557	189.3547574	331.172031	94.59482759	324.9259887	61.5886233	37.35904597	102.7280583	136.7658252	94.6187475	104.8829032
MR-12 MC-1 R-6 C-5		1	2002.059199	523.4666292	267.6201988	754.7399658	2245.374779	395.1260575	810.1853202	1474.654058	3471.743499	1987.481556	1093.201694	470.7915403	1043.068444	446.2837897	525.9569003
MR-12 MC-1 R-6 C-6		1	4354.222402	464.9124088	378.2727652	1110.462611	1955.336309	611.322314	1582.631988	1469.608498	3763.693572	1056.598767	1136.463709	877.643373	1019.024051	1063.143169	1056.293989
MR-12 MC-1 R-6 C-7		1	396.164657	97.94888851	81.19894063	197.3423215	340.9397102	117.7372516	147.8780507	163.7142622	780.5096639	212.7083333	185.9779534	121.4224443	136.5063088	50.43597646	91.61151583
MR-12 MC-1 R-6 C-8		1	1004.869472	183.1403061	133.9864423	421.5388788	503.2234213	327.1361574	563.6487154	440.703637	924.5804878	423.5837698	455.4652885	230.9219414	313.1359263	294.5327697	327.6064815
MR-12 MC-1 R-6 C-9		1	286.6327031	28.39486146	67.76331669	117.9677489	130.9328571	16.28908842	746.8262735	208.7851967	178.4384548	141.7849526	186.4294284	164.7858578	159.4822474	254.9874498	193.1051079
MR-12 MC-1 R-6 C-10		1	227.2131287	46.62939522	52.56815969	204.3065068	181.9207353	-160.6059355	279.0228663	142.3518054	276.6674146	148.4660093	181.4789655	170.8900378	230.0433059	217.4843941	167.869645
MR-12 MC-1 R-6 C-11		1	-160.2473561	12.62273524	12.00369499	39.6069725	54.74844223	32.97601167	40.72289644	49.69438596	89.27210884	39.81690141	30.63945578	37.30985155	67.50215924	65.49056604	54.20201692
MR-12 MC-1 R-6 C-12		1	59.9599479	10.15065711	22.60949964	40.81282902	27.95157385	84.22579088	98.30047777	30.61504962	59.64841876	33.86817005	30.80309735	85.65024397	121.1658205	94.25704509	59.64561192
MR-12 MC-1 R-6 C-13		1	1319.593599	251.5432341	216.413677	431.7311161	386.7113095	952.2760131	1325.15151	496.6284297	614.9222497	472.5816145	337.208736	476.70671	639.1504329	711.1787824	539.900864
MR-12 MC-1 R-6 C-14		1	2199.04408	554.6329966	421.2484973	1611.666286	2152.018307	1294.428508	1425.315942	1948.501462	3700.035552	1502.477124	1694.865622	958.8642031	1579.782489	1066.535606	1142.092845
MR-12 MC-1 R-6 C-15		1	348.1553191	68.50541698	407.2341058	692.8657828	445.7110122	8708.341024	1779.141615	645.0931142	253.2538964	710.9897774	582.3471088	1398.794426	1741.156839	1056.383921	869.0076359
MR-12 MC-1 R-6 C-16		1	1180.484486	199.4428571	179.3719149	625.9184849	489.6606633	627.8284182	874.3694779	539.3878481	1144.92053	588.3053571	542.0952381	506.4893484	710.9346282	560.9928143	552.2196229
MR-12 MC-1 R-7 C-1		1	6513.112275	590.3061224	619.0895062	1160.289453	2102.482969	1661.652997	2217.765688	1820.938993	4812.160929	1855.621386	1570.622815	1794.160094	1656.164945	1438.13643	1395.773188
MR-12 MC-1 R-7 C-2		1	3208.296514	474.4748644	427.1766475	1117.679067	1546.851858	1043.506024	1800.631223	1213.540774	3617.430645	1285.175781	1185.519577	908.0483177	986.5423644	927.4112836	806.9337474
MR-12 MC-1 R-7 C-3		1	5087.495058	455.1929825	306.3899872	844.061491	914.6516695	844.0392948	1393.469032	1598.466231	2609.128378	1325.006304	1283.148173	1177.340966	1120.621122	995.6395021	926.7537126
MR-12 MC-1 R-7 C-4		1	20436.88644	2081.264493	1922.168911	6036.897404	7498.721491	5731.182297	8470.976521	6380.705516	19095.44426	4876.69527	5193.225808	4087.124092	4703.161966	4522.430672	3787.067066
MR-12 MC-1 R-7 C-5		1	888.5735826	178.146039	242.7368762	426.7541163	439.2864063	1109.416632	1146.585913	459.5127974	1269.6707	463.00214	515.4758077	687.0052083	703.4479167	738.2007703	669.6787478
MR-12 MC-1 R-7 C-6		1	12638.57579	1519.698718	1052.811069	2408.708333	3165.888047	1875.824275	2729.419953	4416.008275	8694.803547	4647.399351	3707.246154	2728.757911	2731.830927	2904.361899	2688.939291
MR-12 MC-1 R-7 C-7		1	3769.962336	380.6221625	375.5893557	1161.927929	1124.995798	1333.21055	1741.486869	1266.585547	2971.097741	871.1083333	1296.092548	872.0639838	1026.444159	1123.446819	827.2501366
MR-12 MC-1 R-7 C-8		1	7737.741723	666.9749885	641.4332449	1752.318846	2044.24617	1644.495549	2554.892045	2897.850631	3893.119147	2283.081754	2832.681493	1784.910904	1882.469939	2453.87715	2041.653331
MR-12 MC-1 R-7 C-9		1	-18.9098878	8.538977879	-2.766251877	3.213638677	-10.92506418	-22.05222437	-12.03646035	-6.014060275	8.533386076	-3.459919028	1.214155291	-12.99215686	-37.74570136	-10.23816332	4.832506377
MR-12 MC-1 R-7 C-10		1	4773.696171	401.1818182	454.6732532	2000.770715	1654.284777	2890.58022	3494.601441	1519.630935	5968.230882	1046.288418	1728.659507	1764.34825	1880.900212	1867.572446	1388.12115
MR-12 MC-1 R-7 C-11		1	17124.69248	1794.098044	1232.551667	3602.229452	5133.924731	4490.122834	6682.179144	5550.285636	12295.94123	4658.038636	4176.301617	6516.944296	5276.857571	5810.418503	5592.310322
MR-12 MC-1 R-7 C-12		1	6449.183616	650.7661064	504.8644241	1892.53165	1551.35736	2045.471901	2623.171569	2262.833045	3555.08977	1488.299901	1949.943266	2151.153669	2192.246903	2139.969047	1918.289376
MR-12 MC-1 R-7 C-13		1	2474.032278	319.269643	267.9496309	1110.716667	1058.682002	1353.423799	1847.258705	1287.512457	3982.011483	622.2425069	1076.436454	973.5520516	1107.402442	1359.719227	1055.385349
MR-12 MC-1 R-7 C-14		1	7877.524525	1276.245359	878.6787263	2976.424631	3173.598592	2301.697415	3148.669096	5187.852569	9503.347595	3389.959117	4653.926483	3372.879017	3293.216463	3229.405737	3369.780531
MR-12 MC-1 R-7 C-15		1	2304.727273	253.3041431	176.5369945	810.7196381	655.8575758	809.8305552	945.3872549	1061.308801	2491.333133	542.1167012	738.2751018	853.5312851	791.8819909	889.2971148	875.0105897
MR-12 MC-1 R-7 C-16		1	5942.188254	849.4593037	594.8049708	2097.893743	1878.292868	2838.175391	3097.500229	2154.8824	7574.613954	1402.584215	1722.459601	3433.391534	2653.533862	2612.619978	2665.000112
MR-12 MC-1 R-8 C-1		1	7139.870353	969.4690476	1184.545924	2318.418498	2090.987425	3466.492725	3836.179043	3180.647055	8455.219126	3271.885714	3812.26709	1704.765789	2655.194737	2478.112243	2102.968424
MR-12 MC-1 R-8 C-2		1	1323.218201	190.3983333	252.3516512	671.7937701	774.7979374	689.9481852	1132.844798	590.0396346	1717.363953	642.7402611	660.8572169	522.5080663	576.3482668	618.2373618	455.978536
MR-12 MC-1 R-8 C-3		1	4024.110769	277.9385156	179.3041987	842.4097068	629.7067279	661.6504329	1343.116852	1126.600017	1751.61661	841.3148181	1080.627051	816.8042763	1018.341118	945.9366865	677.6770797
MR-12 MC-1 R-8 C-4		1	2647.75914	153.6003842	114.567782	394.1337288	446.9574926	255.5079051	514.3225775	665.2782098	1109.721953	379.4990583	495.0910328	381.5382394	387.3561819	331.8623913	361.451087
MR-12 MC-1 R-8 C-5		1	15972.3796	1145.635607	872.9815997	2637.163851	3086.355995	1929.943237	3437.435765	4463.416721	7500.102009	3167.680648	3966.34396	2545.922039	2994.01204	2390.589815	2286.583249
MR-12 MC-1 R-8 C-6		1	22115.8049	2686.871163	2028.955023	5410.849837	8332.681061	4912.582329	8104.963686	8373.137589	20067.42212	7616.645448	7709.34229	4578.707867	5510.064193	5111.035879	4063.253623
MR-12 MC-1 R-8 C-7		1	2876.329042	259.9905556	208.37236	648.1917279	745.4997851	475.8512615	832.2519797	874.254283	2201.946309	645.0016092	887.5203516	574.8182449	741.2276121	488.6773509	424.5167462
MR-12 MC-1 R-8 C-8		1	9979.488861	980.5091164	639.8245041	2575.761243	4034.643725	2761.763147	3315.802015	4152.30698	10501.37654	2326.473292	2989.768246	2229.53396	2103.837955	1936.797101	1763.266304
MR-12 MC-1 R-8 C-9		1	14783.11875	1815.494683	1821.815263	4943.315025	5102.654319	4737.094127	4983.569048	5026.225646	13498.77453	4727.065805	4966.393363	4335.713782	4464.278195	3278.146386	3860.942599
MR-12 MC-1 R-8 C-10		1	4713.966303	1211.089724	1003.755715	1472.814386	930.1670366	5563.478884	4183.511319	1331.84512	3067.945583	1428.462319	1163.42028	4012.999885	3148.101504	2820.821858	2674.816393
MR-12 MC-1 R-8 C-11		1	4116.271438	699.2027076	1357.804842	1714.448701	1184.132414	4776.53442	4745.481307	1500.000204	2089.488038	1467.818244	1513.905286	3479.576465	3391.121136	3163.961532	2651.160851
MR-12 MC-1 R-8 C-12		1	13500.28558	1744.124723	1589.38265	4479.297463	4149.157999	5965.67105	7473.948991	5441.545526	8026.568244	4967.489634	5004.118309	5546.340985	5935.837373	6166.486312	4904.164671
MR-12 MC-1 R-8 C-13		1	6331.457092	973.4195725	1181.857618	1816.779789	1164.417917	4905.676581	4907.271237	1538.77952	2379.304052	1646.141546	1200.652822	3772.311424	3675.283689	3368.02623	2900.796721
MR-12 MC-1 R-8 C-14		1	10574.30828	1800.424116	1698.803811	3962.666063	2837.000514	4916.137086	5338.711957	4260.954633	6565.635837	3292.585752	3921.775344	4603.751859	4996.503975	3548.100384	3487.46185
MR-12 MC-1 R-8 C-15		1	9034.793094	2218.179602	2169.852113	5177.184651	5475.434795	4506.811071	3981.247036	6369.494193	13687.52102	4502.402778	4656.215363	3470.073529	4827.193725	3285.80454	3814.478106
MR-12 MC-1 R-8 C-16		1	2947.158889	414.2767857	435.7931119	1309.684899	1125.876215	1774.141304	1813.722117	1612.449642	4373.079616	816.086087	1170.902836	1543.721356	1531.062856	1669.900362	1422.445652
MR-12 MC-1 R-9 C-1		1	15577.74153	2325.588716	1545.380338	2969.448304	3446.028893	2253.341317	3494.219217	5284.74032	13962.44908	8610.457471	6026.789508	1843.614628	2845.914009	2021.35447	2558.436764
MR-12 MC-1 R-9 C-2		1	13200.98213	2428.862864	2186.306437	3786.054311	3587.731638	3284.859309	3121.251158	3530.758281	8433.522546	5037.252038	2977.174602	3504.2553	4738.268049	2673.558094	4277.736809
MR-12 MC-1 R-9 C-3		1	9608.557934	1373.298143	1391.287569	2569.581752	2967.016275	3005.927307	3911.004623	4705.275895	7315.395878	4459.624831	4749.899739	2894.689234	4733.92264	2863.623487	2667.768041
MR-12 MC-1 R-9 C-4		1	1621.490111	204.7466878	256.3418582	480.5694245	609.1114424	837.4576367	979.0943429	511.5060285	1420.515833	531.5278907	551.2714484	601.2376918	639.5121254	547.1675162	512.59654
MR-12 MC-1 R-9 C-5		1	9918.542548	1091.494762	880.779562	2426.463593	3302.0468	2533.420224	3917.340457	3971.455468	8268.558607	3447.357489	4086.115412	2419.053074	2688.425348	2503.064614	2093.520934
